id;recipe_id;step_number;step_description
1126;251;3;Épluchez et emincez les oignons. Ensuite faites-les revenir avec de l'huile d'olive. Une fois qu'ils sont translucides, ajoutez le vinaigre et le sucre. Mélangez puis faites cuire à feu doux jusqu'à ce l'eau de végétation soit évaporée.
1127;251;4;Versez les oignons en couche homogène sur le fond de tarte.
1128;251;5;Lavez et coupez les tomates en quartiers fins. Disposez-les de façon harmonieuse sur les oignons. Ensuite enfournez à 180°C pendant 45 minutes. Si vous jugez que vos tomates ont rendus trop d'eau, n'hésitez pas à enlever celle-ci.
1129;251;6;Puis par dessus, ajoutez les morceaux de chèvre frais et le miel selon vos goûts. Décorez avec des herbes aromatiques au choix puis servez aussitôt.
1130;251;7;Il est possible de remplacer:-les tomates par des aubergines-les différentes variétés de tomates par une seule variétée ou des tomates cerises.
1131;252;1;Dans un récipient versez la farine, l'oeuf, l'huile d'olive et le sel. Mélangez puis ajoutez l'eau tiède. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit souple et homogène.
1132;252;2;Abaissez la pâte au rouleau à pâtisserie, puis foncer la pâte dans le moule huilé. Piquez le fond avec une fouchette et reservez.
1133;252;3;Epluchez et emincez l'ail, l'échalote et l'oignon. Faites-les revenir dans une poêle avec de l'huile d'olive. Coupez les tomates et enlevez la pulpe. Ajoutez la tomate et faites cuire le tout.
1134;252;4;Une fois que l'eau de végétation s'est bien évaporée (sinon vous aurez trop d'eau au niveau de la garniture), ajoutez le paprika, le sel, le concentré de tomate et le vinaigre balsamique. Mélangez puis versez la préparation sur la pâte brisée en couche homogène.
1135;252;5;Ensuite coupez l'aubergine en 4 puis en fines lamelles et disposez-les de façon harmonieuse sur la couche de tomate. Coupez la mozzarella en tranche et disposez ses morceaux entre quelques tranches. Il est d'ailleurs également possile de l'ajouter 10 minutes avant la fin de la cuisson pour qu'elle soit plus fondante.
1136;252;6;Versez un peu de vinaigre balsamique, un peu de sel et de l'huile d'olive pour que l'aubergine ne s'assèche pas.
1137;252;7;Enfournez à 180°C pendant 50 min et à mi cuisson ajoutez de nouveau un peu d'huile d'olive sur le dessus de la tarte.
1138;252;8;En fin de cuisson, Ajoutez dessus un peu de cresson et servez aussitôt.
1139;252;9;Il est possible de remplacer plusieurs ingrédients dans cette recette:-la mozzarella par de la feta, ou du fromage de chèvre.-la tomate par une compoté d'oignon comme ici
1140;253;1;Dans un récipient versez la levure, la farine, l'oeuf, le sel et l'huile d'olive. Mélangez, puis versez l'eau. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit souple et homogène.
1141;253;2;Faites reposer la pâte dans un endroit à l'abris des courants d'air pendant 1h30. Dégazer la pâte, puis divisez-la en 4 pâtons. Abaissez la pâte avec un rouleau à pâtisserie et réalisez des ronds de pâte.
1142;253;3;Coupez le saumon frais en dés, de même pour le fromage. Ajoutez du jus de citron et un peu de sel. Ensuite versez la préparation au centre de chaque ronds de pâte, repliez la pâte, sceller avec les dents d'une fourchette, puis disposez le tout sur une plaque. 
1143;253;4;Enfournez à 180°C pendant 25 minutes. Puis dégustez aussitôt.
1144;253;5;Il est possible de mettre d'autres garnitures dans ces fougasses comme du poulet avec du pesto, du saumon et de la ricotta voire même du saumon avec des épinards et du chèvre frais.
1145;254;1;Mélangez la farine avec le sel, l'oeuf, l'huile d'olive et l'eau tiède. Mélangez et pétrissez la pâte jusqu'à ce qu'elle soit bien homogène. Ensuitez abaissez la pâte au rouleau, foncer le moule à tarte, coupez les bords, piquez le fond et les bords avec une fourchette.
1146;254;2;Disposez dessus du papier sulfurisé et ajoutez des haricots secs ou billes pour ne pas que la pâte ne gonfle. Ensuite enfournez à 170°C pendant 15 minutes. Faites refroidir la pâte et enlevez son contenu.
1147;254;3;Mélangez le concombre épluché et coupé en petits dés avec le saumon coupé en morceaux, l'ail épluché et pressé et enfin l'échalote épluchée et ciselée. Mélangez. Ajoutez ensuite l'assaisonnement avec le jus de citron, le vinaigre, le miel, le sel et la menthe. Mélangez le tout.
1148;254;4;Faites chauffer la crème sur feu doux. Ajoutez ensuite l'agar-agar ou les feuilles de gélatine ramollies dans de l'eau tiède. Mélangez un moment pour que le gélifient soit bien incorporé.
1149;254;5;Versez ensuite la crème chaude dans un récipient et versez la yaourt à la grecque. Fouettez la préparation, puis versez-la dans le mélange de concombre. Mélangez le tout, puis versez-le sur la pâte à tarte. Étalez la préparation, puis mettez au frais minimum 2h.Avant de servir, décorez de menthe et les cerneaux de noix puis dégustez. 
1150;254;6;Il est possible de réaliser ce tzatziki seul. Dans ce cas n'ajoutez pas la pâte brisée, l'agar-agar et la crème liquide en versant seulement le yaourt à la grecque avec le reste.
1151;255;1;Epluchez les courgettes, puis hachez-les. Ensuite mettez-les sur un torchon propre, refermez celui-ci et pressez-les pour enlever l'excédent d'eau. 
1152;255;2;Une fois que vous vous êtes fait les bras avec la précédente étape 🙂 versez les légumes dans un récipient avec les oeufs et le sel. Mélangez.
1153;255;3;Chemisez la plaque du four, disposez l'emporte pièce dessus et versez les courgettes pour former une couche homogène. Enfournez à 180°C pendant 30 minutes.
1154;255;4;Versez dans un mixeur les tomates pelées, la concentré, les tomates confites et enfin les épices selon vos goûts. Ne lésinez pas sur ceux-ci car c'est ce qui donne du goûts !
1155;255;5;Une fois la pâte cuite, enlevez l'emporte-pièce délicatement, versez la sauce tomate et disposez les morceaux de mozzarella, les câpres, les olives et tomates cerises. Enfournez de nouveau à 230°C pendant 10 minutes.
1156;255;6;Enfin disposez de la roquette, du cresson ou des jeunes pousses d'épinard et dégustez aussitôt.
1157;255;7;Il est possible de remplacer:-la sauce tomate par du pesto ou de la crème-la mozzarella par du fromage de chèvre ou du RoquefortVous pouvez également ajouter dessus du saumon frais.
1158;256;1;Dans un récipient versez la farine, le lev'Blé, le sel, l'huile d'olive et l'eau tiède. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit homogène. Réalisez un disque de pâte sur 1 cm d'épaisseur et disposez-le sur la plaque/grille du four chemisé. Laissez lever la pâte pendant 3h.
1159;256;2;Dans un bol versez la gousse d'ail pressée, les tomates hachées et la crème. Mélangez et versez la préparation sur la pâte à pizza.
1160;256;3;Par dessus ensuite disposez les asperges cuites à l'anglaise.Pour cela il faut avoir coupé leur pied au préalable puis les avoir plongé dans l'eau bouillante pendant 8 min jusqu'à ce qu'elles soient fondantes. Plongez-les dans l'eau glacée pour garder leur vert, égouttez-les et mettez-les sur la pizza.
1161;256;4;Ensuite versez dessus les morceaux de bacon, et de mozzarella de façon uniforme avec les olives. Et enfournez à 230°C pendant 10 minutes.
1162;256;5;Le but de cette recette est d'utiliser autrement les asperges de saison. Mais suivant le mois de réalisation vous pourrez remplacer celles-ci par des champignons, aubergines grillées ou bouquets de chou-fleur.
1163;257;1;Coupez les brocolis en bouquets, et faites-les cuire à la vapeur pendant 15 minutes ou à l'eau jusqu'à ce qu'ils soient fondants.
1164;257;2;Huilez un moule à tarte, disposez une feuille de pâte filo, ajoutez un peu d'huile dessus et superposer la 2eme feuille. Ensuite disposez dessus la mozzarella en morceaux, les bouquets de brocolis et les morceaux de tranches de bacon.
1165;257;3;Dans un récipient fouettez les oeufs avec la crème, le sel, le bouillon et la gousse d'ail épluchée et pressée. Mélangez et versez l'appareil à quiche sur la tarte. Ajoutez quelques éclats de cerneaux de noix.
1166;257;4;Ensuite enfournez pendant 50 minutes à 180°C et servez aussitôt tant que le fromage est coulant.
1167;257;5;Il est possible de remplacer:-les brocolis par des choux de Bruxelles, épinards ou chou-fleur-la mozzarella par du fromage de brebis, de chèvre ou du bleu-le bacon par du jambon cru ou charcuterie italienne-le poids des oeufs en tofu soyeux (1 oeuf: 50g)
1168;258;1;Coupez les champignons et les poireaux après avoir enlevé la terre. Versez-les dans un panier vapeur avec l'oignon épluché et émincé. Faites-cuire vos légumes pendant 20 minutes.
1169;258;2;Coupez le poulet et faites le revenir dans une grande poêle avec de l'huile d'olive et la gousse d'ail épluchée. Ajoutez ensuite les légumes et faites cuire le tout pour que l'eau de cuisson restante s'evapore.
1170;258;3;Ajoutez la crème et le bouillon, mélangez et arrêtez la cuisson.
1171;258;4;Versez dans un récipient la farine, le lev'blé, l'huile d'olive et le sel. Mélangez puis ajoutez l'eau tiède (non froide pour activer le lev'Blé). Mélangez et petrissez la pâte jusqu'à ce qu'elle soit homogène. Filmez le recipient et faites lever la pâte dans le four éteint à l'abris des courants d'air pendant 2h minimum.
1172;258;5;Ensuite degazer la pâte et divisez-la en 2 pâtons. Saupoudrez de farine et abaissez la pâte avec un rouleau sur une épaisseur de 5 mm minimum.
1173;258;6;Versez au centre la garniture sur chaque pâte et ajoutez les morceaux de chèvre. Repliez la pâte comme un chausson en ayant pris soin d'humidifier les bords avec un peu d'eau. Sceller la pâte du bout des doigts ou avec une fourchette. Puis faites de nouveau lever les pizzas dans le four éteint pendant 30 min. 
1174;258;7;Enelvez les pizzas, reservez-les, couvertes d'un torchon propre le temps de la mise en température du four et faites-les cuire à 230°C pendant 10 min pas plus. 
1175;258;8;Il est possible de remplacer:-le lev'blé par 5g de levure de boulanger sèche-le bouillon par de la moutarde-le mélange crème/bouillon par du pesto maison ou de la sauce tomate et du basilic frais.
1176;259;1;Mélangez la farine, avec le sel, l'huile et l'eau. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit homogène. Ensuite abaissez la pâte sur une épaisseur de 3mm, disposez-la dans le moule à tarte et piquez le fond avec une fourchette.
1177;259;2;Fouettez le tofu soyeux avec la pâte de curry et la crème. Fouettez puis assaisonnez avec le sel, le cumin et le paprika selon vos goûts.
1178;259;3;Hachez au robot les courgettes et les carottes après les avoir épluché et coupé leurs extrémités.
1179;259;4;Ajoutez les légumes au stofu soyeux et mélangez. Ensuite disposez sur la pâte brisée directement les morceaux de mozzarella, ensuite versez dessus les légumes et étalez de façon homogène.
1180;259;5;Ensuite saupoudrez de graines de sésame si vous le souhaitez et enfournez à 180°C pendant 45 minutes.
1181;259;6; Il est possible de remplacer:-le tofu soyeux par 4 à 5 oeufs (la courgette rend beaucoup d'eau)-la fécule de PDT par de la fécule de maïs ou de l'arrow-root-la mozzarella par du fromage de chèvre frais (possible de doubler la dose)-la crème de soja par une autre crème végétale ou d'origine animale
1182;260;1;Mélangez la farine, avec le sel, l'huile et l'eau. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit homogène.
1183;260;2;Ensuite abaissez la pâte sur une épaisseur de 3mm et piquez le fond avec une fourchette.
1184;260;3;Coupez le chou et hachez-le au robot. Faites-le revenir dans une grande poêle avec de l'huile d'olive pendant 10-15 minutes. Ensuite ajoutez le mascarpone. Assaisonnez avec du sel, de la muscade, de la cardamome et du gingembre généreusement. 
1185;260;4;Versez du chou-rouge au centre de la pâte brisée. Par dessus disposez des quartiers de pommes et des eclats de noix. Repliez la pâte et enfournez la tarte pendant 30 minutes à 180°C. 
1186;260;5;En fin de cuisson, versez les morceaux de fromage de chèvre et dégustez.
1187;260;6;Il est possible de remplacer:-le fromage de chèvre frais par du roquefort-la pomme par de la poire-les noix par des amandes ou noisettes
1188;261;1;Dans un récipient ajoutez la farine, le sel, l'huile d'olive et l'eau. Mélangez entre chaque ajout et petrissez la pâte jusqu'à ce qu'elle soit homogène. Abaissez-la au rouleau et foncer le moule à tarte avec celle-ci. Piquez la pâte avec uen fouchette et réservez.
1189;261;2;Enlevez les feuilles abîmées du chou. Enlevez les parties blanches trop dures. Puis hachez le chou à l'aide d'une mandoline ou de votre robot. Reservez.
1190;261;3;Coupez les extrémités des carottes, épluchez et râpez-les. Réservez.
1191;261;4;Épluchez votre oignon rouge et émincez-le. Reservez.
1192;261;5;"Dans un récipient fouettez les oeufs avec la pâte de curry, la crème, la gousse d'ail pressée et enfin le paprika et le cumin ajoutés selon vos goûts. N'hésitez pas à bien assaisonner et goûtez entre chaque ajout. C'est le ""clou"" de la recette alors allez-y."
1193;261;6;Ajoutez ensuite tous les légumes finement coupés et mélangez. Puis versez le tout sur la pâte brisée. Enfournez à 180°C pendant 50 minutes.
1194;261;7;J'insiste bien sur le fait de couper finement vos légumes pour eviter les mauvaises surprises.Sinon voici comment vous pouvez remplacer certains ingrédients de cette recette (au max en fonction de la saison):-le chou-rouge par des choux de Bruxelles, brocolis, chou-fleur, chou blanc ou chou kale-les oignons rouges par des oignons jaunes.-les épices par d'autres comme la coriandre, garam masala, panch phoron, muscade..-la crème de soja par une autre crème végétale ou animale.-les oeufs par du tofu soyeux (même poids)
1195;262;1;Huilez les moules à gratin et versez au fond des morceaux de tomates confites, du fromage de brebis frais et de la tapenade. 
1196;262;2;Ensuite fouettez les oeufs avec le lait de votre choix, du fromage blanc, de la fécule, le bouillon et un peu de sel. Ajoutez les épinards et mélangez. Versez la préparation sur les tomates.
1197;262;3;Disposez votre ou vos moules à gratin dans un moule plus grand et ajoutez de l'eau chaude jusqu'aux 3/4 des moules contenant le flan. Ensuite enfournez ceux-ci (au bain-marie) à 180°C pendant 1h. 
1198;262;4;Laissez refroidir un peu et dégsutez.
1199;262;5;Il est possible de remplacer certains ingrédients.Le lait végétal par du lait de vache ou de chèvre.le fromage frais de brebis par un autre fromage frais.Les oeufs, par leur poids en tofu soyeux.La tapenade par du pesto.Les épinards par du chou Kale, de Bruxelles, petits bouquets de chou-fleur ou feuilles d'orties.Le fromage blanc par de la crème végétale ou non. La fécule de PDT par de la fécule de mais ou de l'arrox-root ou de la farine.
1200;263;1;Dans un récipient versez la levure de boulanger avec un peu d'eau pour activer la levure de boulanger. Ajoutez ensuite la farine avec le fromage blanc, l’huile d'olive, le sel et le reste d’eau. Pétrissez la pâte jusqu'à ce qu'elle soit souple et homogène.
1201;263;2;Ensuite laissez reposer la pâte pendant 1h30 minimum pour qu'elle double de volume.
1202;263;3;Divisez la pâte en deux. Dégazer la pâte et abaissez-là avec un rouleau à pâtisserie. Disposez au centre les morceaux de mozzarella et replier la pâte sur ceux-ci. Retournez la pâte, saupoudrez de farine et passer un rapide coup de rouleau par-dessus pour réaliser le naan. Réalisez cette opération pour les 2 morceaux de pâte. 
1203;263;4;Ensuite par-dessus versez la sauce tomate et étalez-la. Ensuite disposez les morceaux de champignons, de tomates, les oignons épluchés et émincés et enfin les poivrons. Ajoutez ici et là de la tapenade et des graines de courge sur les 2 pizzas et enfournez à 230°C pendant 10 min.
1204;263;5;Enfin de cuisson, ajouter un peu de roquettes sur le dessus et déguster aussitôt. 
1205;263;6;Il est possible de remplacer:-la farine semi complète par une autre farine de blé ou épeautre hormis la complète pour garder une mie moelleuse.-le fromage blanc par du yaourt grec ou de la crème non allégée vegetale ou non-la mozzarella par un autre fromage râpé ou frais-les légumes utilisés par d'autres légumes de saison-la tapenade par du pesto maison aux amandes-la levure de boulanger par du levain. Adaptez la quantité d'eau en conséquence.
1206;264;1;Coupez le chou-fleur en bouquets puis coupez le pied des champignons et coupez-les en morceaux. Faites cuire le tout à la vapeur ou dans de l'eau chaude pendant 10 minutes et égouttez. Réserver.
1207;264;2;Versez le lait de soja dans une grande casserole. Ensuite versez le bouillon de légumes et le mascarpone. Mélangez et faites chauffer la préparation. Ensuite ajoutez la fécule de pomme de terre en plusieurs fois et fouettez vivement entre chaque ajout. 
1208;264;3;Faites épaissir la sauce jusqu'à ce qu'elle soit bien crémeuse. Si vous avez malgré tout des grumeaux, utilisez un mixeur pour obtenir une béchamel bien homogène. 
1209;264;4;N'ajoutez pas de sel supplémentaire, car le bouillon est déja salé.
1210;264;5;Faites cuire vos protéines de soja dans de l'eau bouillante jusqu'à ce qu'elles soient fondantes. Ensuite égouttez-les. Épluchez et émincez l'oignon et faites-le revenir dans une poêle avec de l'huile d'olive. Ensuite ajoutez les protéines de soja. Mélangez. Ajoutez un peu de persil et du sel et réservez.
1211;264;6;Huiler un grand moule à gratin et disposez au fond des feuilles de lasagnes. 
1212;264;7;Ajoutez une couche de choux-fleurs et de champignons cuits. Ensuite versez les protéines de soja et recouvrez le tout de béchamel maison.Ensuite disposez de nouveau des feuilles de lasagnes en quinconces et versez de nouveaux une couche de légumes et de protéines de soja. 
1213;264;8;Couvrez le tout de béchamel maison et versez sur le dessus soit de la levure maltée soit de grandes tranches de fromage au choix.
1214;264;9;Ensuite enfournez les lasagnes à 180°C pendant 30 minutes. 
1215;264;10;Il est possible de substituer certains ingrédients:Les feuilles de lasagne par de simples pâtes déja cuitesLes choux-fleurs et champignons par des légumes de saison de votre choix.La fécule de pomme de terre par de la fécule de mais, de l'arrow-root ou de la farine. Pour le cas de la farine, 80g suffiront.Les proteines de soja par des morceaux de poulet, du tofu ou du tempeh.
1216;265;1;Dans un récipient versez la farine, l'huile d'olive, le sel et l'eau. Mélangez la pâte puis petrissez- là jusqu'à ce qu'elle soit souple et homogène. Abaisez la pâte brisée à l'aide d'un rouleau à pâtisserie est disposez là dans un moule à tarte préalablement huilé.Découpez l'excédent de pâtes et piquer le fond de tarte à l'aide d'une fourchette. 
1217;265;2;Dans un récipient versez le tofu soyeux, la crème de soja, les épinards cuits et les différentes herbes aromatiques. Fouettez la préparation puis ajoutez les tomates séchées égouttées et grossièrement hachées. 
1218;265;3;Poser sur le fond de tarte directement des boules de mozzarella émiettées à la main. Puis par-dessus versez la préparation au tofu soyeux.
1219;265;4;Disposez sur le dessus les tranches de jambon, puis enfournez la tarte à 180°C pendant 45 minutes. Enfin dégustez aussitôt la tarte.
1220;265;5;Les substitutionsLe tofu soyeux peut être remplacé par son poids en oeufs.La mozzarella peut être remplacée par du fromage de chèvre ou de la feta.Les épinards peuvent être remplacés par du brocolis ou du chou-fleur cuit.
1221;266;1;Dans un récipient versez la farine, l’huile d’olive, les herbes de Provence et le sel. Mélangez puis ajoutez l'eau et pétrissez ensuite la pâte jusqu'à ce qu'elle soit souple et homogène.
1222;266;2;Abaisser la pâte avec un rouleau à pâtisserie puis disposez la pâte dans le moule préalablement huilé. Piquer le fond de tarte à l'aide d'une fourchette.
1223;266;3;Coupez le poulet en morceaux et faites-le revenir dans une poêle avec un peu d'huile d'olive. Ensuite lavez et coupez finement les poireaux, et faites-les cuire préalablement dans de l'eau chaude ou à la vapeur jusqu'à ce qu'ils soient fondants. Réserver.
1224;266;4;Sur le fond de tarte, disposez les morceaux de poulet cuits. Ensuite préparez l'appareil à quiche. Pour cela mélangez simplement les œufs avec la moutarde, le lait de coco et la fécule de pomme de terre. Fouettez la préparation puis ajoutez les morceaux de poireaux. 
1225;266;5;Versez la préparation sur les morceaux de poulet. Ensuite s'il vous reste quelques chutes de pâtes, vous pouvez très bien réaliser des petites formes avec des emporte-pièce et les disposer sur le dessus. Ensuite enfourner la quiche au four 180°C et faites la cuire pendant 50 à 55 minutes. 
1226;266;6;En fin de cuisson, ajoutez quelques éclats d'amandes par exemple et dégustez aussitôt.
1227;266;7;Il est possible comme d'habitude de réaliser cette tarte suivant les ingrédients que vous avez et vos goûts. Ainsi les œufs peuvent être remplacés par du tofu soyeux.Le poulet peut être remplacé par du jambon cru ou du bacon par exemple.Les poireaux par d'autres légumes de saison.
1228;267;1;Activer la levure en la mélangeant avec un peu d'eau et laisser reposer quelques minutes. Ajoutez ensuite la farine, l'huile, le sel et le reste d'eau. Mélangez et petrissez la pâte jusqu'à ce qu'elle soit souple et homogène. Faites-la reposer 1h30 mini dans le four éteint à l'abris des courants d'air.
1229;267;2;Ensuite faites-cuire le chou-fleur à la vapeur jusqu'à ce qu'il soit fondant. Mixez-le avec  de la purée de noix de cajou et ajoutez un peu de sel. 
1230;267;3;Divisez la pâte à pizza en 4 et abaissez chacune au rouleau sur 1cm d'épaisseur.
1231;267;4;Versez dessus la préparation au chou-fleur et disposez dessus des morceaux de champignons et tranches de bacon. 
1232;267;5;Ajoutez ensuite des tranches de bûche de chèvre et enfournez à 230°C pendant 11 minutes.
1233;267;6;La cuisson terminée, ajoutez un peu de miel et de la roquette et dégustez aussitôt.
1234;267;7;Il est également possible d'ajouter un peu d'éclat de noix pour ajouter une touche de croquant sur vos pizzas.
1235;268;1;Dans un récipient, versez la levure avec l'eau. Mélangez et laissez celle-ci s'activer pendant 5 minutes. Passé ce temps versez la farine avec le sel et la crème de soja. Mélangez et pétrissez la pâte jusqu'à ce qu'elle soit homogène. Laissez reposer la pâte pendant 1h30 minimum.
1236;268;2;Passez ce temps, divisez la pâte en 4 pâtons, abaissez la pâte en forme de disque et disposez au milieu la farce sur 2 disques.
1237;268;3;Humidifiez les bords de la pâte avec la farce et refermez avec un disque de pâte sur les  disques ayant la farce. Faites cuire un naan avec du beurre clarifié sur les 2 côtés, faites de même avec l'autres.
1238;268;4;Pour les servir, je fais fondre du beurre clarifié avec une gousse d'ail épluchée et pressée avec du persil, c'est un regal ! 
1239;268;5;Il est bien sur possible de mixer avec d'autres farces comme du fromage, du pesto, des  légumes...
1240;269;1;Versez au fond de la cuve la levure avec 50 ml d'eau. Mélangez et laissez la levure s'activer pendant 5 minutes. Ajoutez ensuite la farine, l'huile d'olive et le sel. Mélangez et ajoutez le reste d'eau tiède. Mélangez et pétrissez la pate jusqu'à ce qu'elle soit souple et homogène. 
1241;269;2;Ensuite faites-la lever dans le four éteint à l'abris des courants d'air pendant 1h30. 
1242;269;3;Pendant ce temps, lavez et coupez le poireau en fines lamelles. Egouttez-le bien et ajoutez la crème de soja. Mélangez et ajoutez un peu de sel. Réservez.
1243;269;4;Saupoudrez de farine votre plan de travail et divisez la pate en 2 patons égaux, et abaissez-les sur une épaisseur de 3-5 mm sur une forme de rectangle. Versez sur chacun la fondue de poireau, puis les morceaux de saumon coupés en forme de lardons. Enfin ajoutez les morceaux de fromage de chèvre.
1244;269;5;Roulez chaque pate sur le coté le plus long du rectangle. Ensuite coupez vos boudins de pate dans le sens de la longueur et torsader les 2 brins de pate entre eux. Faites ceci avec l'autre boudin de pate.
1245;269;6;Réaliser une forme de coeur et disposez chacun d'eux sur une plaque avec du papier de cuisson. Badigeonnez d'huile d'olive. Ensuite enfournez tour à tour vos pizzas à 240°C pendant 10 min et couvrez de papier sulfurisé. Enfin faites-la cuire 190°C pendant 20 min.
1246;269;7;Il est possible de remplacer la garniture par du pesto, des champignons épinards et poulet, du fromage..
1247;270;1;Épluchez, coupez et videz le potimarron. Lavez et enlevez les feuilles du chou kale. Faites-cuire les deux à vapeur pendant 30 min.
1248;270;2;Pendant ce temps, versez la farine, l'oeuf, l'huile d'olive et le sel dans un récipient. Mélangez et ajoutez l'eau. Mélangez et petrissez la pate jusqu'à ce qu'elle soit bien souple.
1249;270;3;Farinez le plan de travail et abaissez la pate au rouleau à patisserie. Huilez un moule à tarte de 20cm environ et disposez la pate dedans. Découpez les bords et piquez le fond avec les dents d'une fourchette.
1250;270;4;Dans un récipient versez la crème de soja et l'oeuf. Fouettez et ajoutez la muscade. Ajoutez ensuite les légumes cuits. Mélangez. Enfin ajoutez le fromage de chèvre et gardez volontairement de gros morceaux.
1251;270;5;Versez la garniture dans le moule et enfournez à 180°C pendant 40 minutes. Servez aussitot.
1252;270;6;Il est possible de remplacer le fromage par un autre fromage et'ajoutez un peu de saumon si vous le souhaitez.
1253;271;1;Coupez les champignons finement et versez-les dans une poele avec les épinards et la crème. Versez de l'huile d'olive et assaisonnez en sel. Faites-les cuire et reservez.
1254;271;2;Avec un pinceau badigeonnez une face du wrap et de l'autre ajouté le fromage préalablement rapé, avec la préparation aux épinards.
1255;271;3;Repliez le wrap en deux et faites-le cuire recto verso. Coupez-le en deux et servez aussitot. Réalisez ces étapes jusqu'à épuisement.
1256;271;4;Il est possible d'ajouter d'autres garnitures comme:-poulet effiloché, oignon et fromage-kale, poulet et fromage
1257;272;1;Versez la farine dans un récipient avec le sel et la levure. Mélangez. Ajoutez ensuite l'oeuf battu et l'eau. Mélangez et petrissez la pate jusqu'à ce qu'elle soit homogène. Réservez
1258;272;2;Épluchez et émincez l'oignon. Puis faites-le revenir dans une poele avec un peu d'huile d'olive. Ensuite lavez les tomates cerises coupez-les et enlevez la pulpe. Ajoutez-les aux oignons.
1259;272;3;Ajoutez l'ail épluché et pressé. Mélangez et ajoutez les feuilles de basilic fraiches ciselées, le thym et du sel. Mélangez et laissez mijoter.
1260;272;4;Versez la préparation dans une assiette creuse ensuite ajoutez la mozarella coupée en morceaux. Mélangez.
1261;272;5;Abaissez la pate au rouleau à patisserie et à l'aide d'un bol réalisez des ronds de pate. Versez au milieu la préparation et refermez les ronds de pate en forme de croissant de lune. 
1262;272;6;Retroussez la pate et avec les dents d'une fourchette, pincez la pate pour la sceller. Badigeonnez avec un peu de lait d'avoine et mettez au four à 180°C pendant 20 min.
1263;272;7;Pour donner plus de gout encore à cette recette, il est possible d'ajouter du pesto ou de la tapenade par exemple.
1264;273;1;Dans un récipient, versez la farine, le sel et l'huile d'olive. Mélangez puis ajoutez au fur et à mesure de l'eau tout en pétrissant la pate à la main jusqu'à ce qu'elle soit homogène et souple. Réservez.
1265;273;2;Faites griller les amandes sur une poele pendant 4 minutes environ. Ensuite mixez-les pour obtenir une poudre. Dans le mixeur ajoutez alors l'huile d'olive, le parmesan en poudre et les feuilles de basilic hachées. Mixez jusqu'à ce que le pesto soit homogène. Ajoutez de l'huile supplémentaire si vous souhaitez un pesto plus liquide. Réservez.
1266;273;3;Épluchez et émincez les oignons. Puis épluchez la gousse d'ail et pressez-la. Versez vos ingrédients dans une poele sur feu doux avec de l'huile d'olive. Mélangez et ajoutez vos tomates cerises lavées et coupées en deux. Puis couvrez et mélangez de temps à autre. Saler.Une fois que vous obtenez une compotée de tomate, reservez.
1267;273;4;Abaissez la pate à tarte avec un rouleau à patisserie sur du papier de cuisson jusqu'à obtenir une épaisseur de 2-3mm. Ensuitez piquez le fond de la pate avec les dents d'une fourchette. Ensuite versez les tomates et étalez au milieu de la pate.
1268;273;5;Lavez vos aubergines et coupez-les en tranches. Puis disposez-les de façon armonieuse sur les tomates. Salez et versez de l'huile d'olive dessus pour ne pas qu'elles s'assèchent pendant la cuisson.
1269;273;6;Puis repliez les bords de la pate sur la garniture et enfournez la tarte à 180°C pendant 35 minutes environ. Dégustez aussitot avec le pesto maison versé sur votre part.
1270;273;7;Ajoutez selon vos gouts de l'ail et du sel dans votre pesto.
1271;274;1;Dans le fond d'un récipient versez la levure de boulanger avec 50 ml d'eau. Mélangez et recouvrez d'un torchon pendant 10 minutes pour que la levure d'active.
1272;274;2;Passez ce temps ajoutez la farine et le sel. Mélangez. Ajoutez ensuite l'huile et l'eau. Pétrissez la pate jusqu'à ce qu'elle soit homogène et souple. Disposez-la ensuite dans le four éteint pendant 1h.Passé ce temps, dégazez la pate et disposez-la sur le plan de travail fariné ou sur un tapis de cuisson. Puis mettez rapidement 2 tours de rouleau à patisserie et finissez de l'abaisser avec les doigts. 
1273;274;3;Épluchez et pressez une gousse d'ail et versez-la dans un ramequin avec l'huile d'olive et le sel. Mélangez et à l'aide d'un pinceau, badigeonnez votre focaccia avec. Par dessus disposez des branches de romarin et origan frais. Puis ajoutez les morceaux de tomates confites égouttées et coupées en morceaux.Mettez au four votre focaccia pendant 25 minutes environ à 170°C. Coupez-la ensuite en 8 parts et dégustez-la lors de votre repas comme du pain.
1274;274;4;Vous pouvez également vous servir de cette recette pour réaliser des canapés apéro avec des anchois, tapenade, pesto, fromage, olive, legumes grillés ou saumon par exemple.Ou alors servez-vous de celle-ci comme pain à sandwich et garnissez-la avec des ingrédients de saison et achetez local bien sur ! 
1275;275;1;"Cliquez sur ""pate à pizza maison"" dans ingrédient pour retrouver la recette du blog utilisée."
1276;275;2;Une fois que la pizza est bien levée, dégazez la pate puis abaissez celle-ci sur un rectangle de   X   .
1277;275;3;Ensuite étalez simplement la sauce tomate choisie, puis disposez vos tranches de bacon avec le fromage rapé, les capres et les olives noires. Ensuite roulez votre pate dans le sens de sa largeur et coupez 7 morceaux de pate roulée comme pour la préparation d'une brioche.
